method,feature,target,correlation,n
spearman,laneLeft_prob__mean,reaction_smoothness_score,,25
spearman,laneLeft_prob__mean,steering_smoothness_score,0.07923076923076922,25
spearman,laneLeft_prob__mean,longitudinal_smoothness_score,0.059230769230769226,25
spearman,laneLeft_prob__mean,lateral_stability_score,0.12846153846153846,25
spearman,laneLeft_prob__max,reaction_smoothness_score,,25
spearman,laneLeft_prob__max,steering_smoothness_score,0.2323076923076923,25
spearman,laneLeft_prob__max,longitudinal_smoothness_score,0.08846153846153845,25
spearman,laneLeft_prob__max,lateral_stability_score,0.3238461538461538,25
spearman,laneLeft_prob__std,reaction_smoothness_score,,25
spearman,laneLeft_prob__std,steering_smoothness_score,0.19307692307692306,25
spearman,laneLeft_prob__std,longitudinal_smoothness_score,-0.003846153846153846,25
spearman,laneLeft_prob__std,lateral_stability_score,0.18307692307692305,25
spearman,laneRight_prob__mean,reaction_smoothness_score,,25
spearman,laneRight_prob__mean,steering_smoothness_score,-0.008461538461538461,25
spearman,laneRight_prob__mean,longitudinal_smoothness_score,-0.20153846153846153,25
spearman,laneRight_prob__mean,lateral_stability_score,-0.09461538461538462,25
spearman,laneRight_prob__max,reaction_smoothness_score,,25
spearman,laneRight_prob__max,steering_smoothness_score,0.15000000000000002,25
spearman,laneRight_prob__max,longitudinal_smoothness_score,0.07692307692307691,25
spearman,laneRight_prob__max,lateral_stability_score,0.2069230769230769,25
spearman,laneRight_prob__std,reaction_smoothness_score,,25
spearman,laneRight_prob__std,steering_smoothness_score,0.07615384615384616,25
spearman,laneRight_prob__std,longitudinal_smoothness_score,0.18230769230769234,25
spearman,laneRight_prob__std,lateral_stability_score,0.2276923076923077,25
spearman,laneLeft_y__mean,reaction_smoothness_score,,25
spearman,laneLeft_y__mean,steering_smoothness_score,0.03153846153846154,25
spearman,laneLeft_y__mean,longitudinal_smoothness_score,0.17846153846153845,25
spearman,laneLeft_y__mean,lateral_stability_score,-0.1323076923076923,25
spearman,laneLeft_y__max,reaction_smoothness_score,,25
spearman,laneLeft_y__max,steering_smoothness_score,-0.21076923076923076,25
spearman,laneLeft_y__max,longitudinal_smoothness_score,0.15153846153846154,25
spearman,laneLeft_y__max,lateral_stability_score,-0.4576923076923077,25
spearman,laneLeft_y__std,reaction_smoothness_score,,25
spearman,laneLeft_y__std,steering_smoothness_score,-0.15461538461538463,25
spearman,laneLeft_y__std,longitudinal_smoothness_score,0.19769230769230767,25
spearman,laneLeft_y__std,lateral_stability_score,-0.2169230769230769,25
spearman,laneRight_y__mean,reaction_smoothness_score,,25
spearman,laneRight_y__mean,steering_smoothness_score,-0.04923076923076923,25
spearman,laneRight_y__mean,longitudinal_smoothness_score,-0.23384615384615384,25
spearman,laneRight_y__mean,lateral_stability_score,0.021538461538461538,25
spearman,laneRight_y__max,reaction_smoothness_score,,25
spearman,laneRight_y__max,steering_smoothness_score,-0.18923076923076923,25
spearman,laneRight_y__max,longitudinal_smoothness_score,0.0015384615384615385,25
spearman,laneRight_y__max,lateral_stability_score,-0.11846153846153845,25
spearman,laneRight_y__std,reaction_smoothness_score,,25
spearman,laneRight_y__std,steering_smoothness_score,-0.15538461538461537,25
spearman,laneRight_y__std,longitudinal_smoothness_score,0.16615384615384618,25
spearman,laneRight_y__std,lateral_stability_score,-0.2353846153846154,25
spearman,hasLead__mean,reaction_smoothness_score,,31
spearman,hasLead__mean,steering_smoothness_score,0.03797010832150713,31
spearman,hasLead__mean,longitudinal_smoothness_score,-0.15030770690584777,31
spearman,hasLead__mean,lateral_stability_score,0.2098466341555483,31
spearman,hasLead__max,reaction_smoothness_score,,31
spearman,hasLead__max,steering_smoothness_score,-0.036084391824351615,31
spearman,hasLead__max,longitudinal_smoothness_score,-0.14433756729740646,31
spearman,hasLead__max,lateral_stability_score,0.18763883748662838,31
spearman,hasLead__std,reaction_smoothness_score,,31
spearman,hasLead__std,steering_smoothness_score,-0.28249870653123244,31
spearman,hasLead__std,longitudinal_smoothness_score,0.0223955859141589,31
spearman,hasLead__std,lateral_stability_score,-0.016502010673590767,31
spearman,shouldStop__mean,reaction_smoothness_score,,31
spearman,shouldStop__mean,steering_smoothness_score,,31
spearman,shouldStop__mean,longitudinal_smoothness_score,,31
spearman,shouldStop__mean,lateral_stability_score,,31
spearman,shouldStop__max,reaction_smoothness_score,,31
spearman,shouldStop__max,steering_smoothness_score,,31
spearman,shouldStop__max,longitudinal_smoothness_score,,31
spearman,shouldStop__max,lateral_stability_score,,31
spearman,shouldStop__std,reaction_smoothness_score,,31
spearman,shouldStop__std,steering_smoothness_score,,31
spearman,shouldStop__std,longitudinal_smoothness_score,,31
spearman,shouldStop__std,lateral_stability_score,,31
spearman,fcw__mean,reaction_smoothness_score,,31
spearman,fcw__mean,steering_smoothness_score,,31
spearman,fcw__mean,longitudinal_smoothness_score,,31
spearman,fcw__mean,lateral_stability_score,,31
spearman,fcw__max,reaction_smoothness_score,,31
spearman,fcw__max,steering_smoothness_score,,31
spearman,fcw__max,longitudinal_smoothness_score,,31
spearman,fcw__max,lateral_stability_score,,31
spearman,fcw__std,reaction_smoothness_score,,31
spearman,fcw__std,steering_smoothness_score,,31
spearman,fcw__std,longitudinal_smoothness_score,,31
spearman,fcw__std,lateral_stability_score,,31
spearman,accel_x__mean,reaction_smoothness_score,,31
spearman,accel_x__mean,steering_smoothness_score,-0.1088709677419355,31
spearman,accel_x__mean,longitudinal_smoothness_score,-0.20846774193548392,31
spearman,accel_x__mean,lateral_stability_score,-0.22016129032258067,31
spearman,accel_x__max,reaction_smoothness_score,,31
spearman,accel_x__max,steering_smoothness_score,-0.2625,31
spearman,accel_x__max,longitudinal_smoothness_score,-0.028225806451612906,31
spearman,accel_x__max,lateral_stability_score,-0.49798387096774194,31
spearman,accel_x__std,reaction_smoothness_score,,31
spearman,accel_x__std,steering_smoothness_score,-0.30161290322580653,31
spearman,accel_x__std,longitudinal_smoothness_score,0.05604838709677419,31
spearman,accel_x__std,lateral_stability_score,-0.4314516129032258,31
spearman,accel_y__mean,reaction_smoothness_score,,31
spearman,accel_y__mean,steering_smoothness_score,0.10483870967741936,31
spearman,accel_y__mean,longitudinal_smoothness_score,0.18508064516129033,31
spearman,accel_y__mean,lateral_stability_score,-0.055645161290322584,31
spearman,accel_y__max,reaction_smoothness_score,,31
spearman,accel_y__max,steering_smoothness_score,-0.3875,31
spearman,accel_y__max,longitudinal_smoothness_score,0.001209677419354839,31
spearman,accel_y__max,lateral_stability_score,-0.49677419354838714,31
spearman,accel_y__std,reaction_smoothness_score,,31
spearman,accel_y__std,steering_smoothness_score,-0.4459677419354839,31
spearman,accel_y__std,longitudinal_smoothness_score,0.0072580645161290334,31
spearman,accel_y__std,lateral_stability_score,-0.6278225806451613,31
spearman,accel_z__mean,reaction_smoothness_score,,31
spearman,accel_z__mean,steering_smoothness_score,-0.1899193548387097,31
spearman,accel_z__mean,longitudinal_smoothness_score,-0.056854838709677426,31
spearman,accel_z__mean,lateral_stability_score,-0.23548387096774195,31
spearman,accel_z__max,reaction_smoothness_score,,31
spearman,accel_z__max,steering_smoothness_score,-0.25766129032258067,31
spearman,accel_z__max,longitudinal_smoothness_score,-0.2806451612903226,31
spearman,accel_z__max,lateral_stability_score,-0.22056451612903227,31
spearman,accel_z__std,reaction_smoothness_score,,31
spearman,accel_z__std,steering_smoothness_score,-0.10120967741935485,31
spearman,accel_z__std,longitudinal_smoothness_score,-0.09717741935483871,31
spearman,accel_z__std,lateral_stability_score,0.03225806451612904,31
spearman,gyro_x__mean,reaction_smoothness_score,,31
spearman,gyro_x__mean,steering_smoothness_score,-0.3544354838709678,31
spearman,gyro_x__mean,longitudinal_smoothness_score,-0.09919354838709678,31
spearman,gyro_x__mean,lateral_stability_score,-0.26370967741935486,31
spearman,gyro_x__max,reaction_smoothness_score,,31
spearman,gyro_x__max,steering_smoothness_score,-0.3326612903225807,31
spearman,gyro_x__max,longitudinal_smoothness_score,-0.1342741935483871,31
spearman,gyro_x__max,lateral_stability_score,-0.2717741935483871,31
spearman,gyro_x__std,reaction_smoothness_score,,31
spearman,gyro_x__std,steering_smoothness_score,-0.2657258064516129,31
spearman,gyro_x__std,longitudinal_smoothness_score,0.06129032258064517,31
spearman,gyro_x__std,lateral_stability_score,-0.4173387096774194,31
spearman,gyro_y__mean,reaction_smoothness_score,,31
spearman,gyro_y__mean,steering_smoothness_score,0.26370967741935486,31
spearman,gyro_y__mean,longitudinal_smoothness_score,0.1495967741935484,31
spearman,gyro_y__mean,lateral_stability_score,0.3145161290322581,31
spearman,gyro_y__max,reaction_smoothness_score,,31
spearman,gyro_y__max,steering_smoothness_score,0.2149193548387097,31
spearman,gyro_y__max,longitudinal_smoothness_score,0.06330645161290323,31
spearman,gyro_y__max,lateral_stability_score,-0.04637096774193549,31
spearman,gyro_y__std,reaction_smoothness_score,,31
spearman,gyro_y__std,steering_smoothness_score,-0.004838709677419356,31
spearman,gyro_y__std,longitudinal_smoothness_score,0.06975806451612904,31
spearman,gyro_y__std,lateral_stability_score,-0.1741935483870968,31
spearman,gyro_z__mean,reaction_smoothness_score,,31
spearman,gyro_z__mean,steering_smoothness_score,-0.35887096774193555,31
spearman,gyro_z__mean,longitudinal_smoothness_score,-0.19838709677419356,31
spearman,gyro_z__mean,lateral_stability_score,-0.1366935483870968,31
spearman,gyro_z__max,reaction_smoothness_score,,31
spearman,gyro_z__max,steering_smoothness_score,-0.5741935483870969,31
spearman,gyro_z__max,longitudinal_smoothness_score,-0.24758064516129033,31
spearman,gyro_z__max,lateral_stability_score,-0.6653225806451614,31
spearman,gyro_z__std,reaction_smoothness_score,,31
spearman,gyro_z__std,steering_smoothness_score,-0.3544354838709678,31
spearman,gyro_z__std,longitudinal_smoothness_score,-0.07137096774193549,31
spearman,gyro_z__std,lateral_stability_score,-0.6314516129032258,31
